id;numero;ano;orgao;state;status;deadline;score;level;place;why;blockers;opps;url;first_seen;last_seen
5678;1434.1/2025;2025;Ministério do Meio Ambiente e Mudança do Clima;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;3.1	OPORTUNIDADE -GSISTE SIPEC, de Nível Superior (NS);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5678;21/08/2026;21/08/2026
5677;1449.1/2025;2025;Ministério do Meio Ambiente e Mudança do Clima;encerrado;Inscrições Encerradas;;7;coordenador-geral;;coordenador-geral(+5), órgão-alvo(+2);;Coordenador-Geral  - FCE 1.13;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5677;21/08/2026;21/08/2026
5676;1448.1/2025;2025;Defensoria Pública da União;encerrado;Inscrições Encerradas;;2;coordenador (1.10);Brasília;coordenador (1.10)(+1), Brasília(+1);;Coordenador de de Articulação e Planejamento Orçamentário e Financeiro da SOF/DPU em Brasília/DF.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5676;21/08/2026;21/08/2026
5675;1443/2025;2025;Defensoria Pública da União;encerrado;Inscrições Encerradas;;1;;Brasília;Brasília(+1);;Assistente de acompanhamento da execução orçamentária para exercício na SOF/DPU em Brasília/DF.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5675;21/08/2026;21/08/2026
5674;1447.2/2025;2025;Defensoria Pública da União;encerrado;Inscrições Encerradas;;1;;Brasília;Brasília(+1);;Analista de acompanhamento da execução orçamentária para exercício na DPU em Brasília/DF.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5674;21/08/2026;21/08/2026
5672;1432.2/2025;2025;Ministério do Turismo;encerrado;Inscrições Encerradas;;0;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3);;GSISTE SISG - Nível Superior (NS);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5672;21/08/2026;21/08/2026
5671;1431.3/2025;2025;Fundação Cultural Palmares;encerrado;Inscrições Encerradas;;-6;coordenador (1.10);;coordenador (1.10)(+1), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;Gsiste - SIPEC nivel médio e FCE 1.10 NS;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5671;21/08/2026;21/08/2026
5670;1441.1/2025;2025;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;0;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3);;GSISTE - NÍVEL SUPERIOR NA DIVISÃO DE ARQUITETURA DO MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5670;21/08/2026;21/08/2026
5669;1430/2025;2025;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;encerrado;Inscrições Encerradas;;-4;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);"nível médio/intermediário; graduação específica";Processo Seletivo 1 GSISP, NI, Área de Gestão e Planejamento de TI na STI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5669;21/08/2026;21/08/2026
5668;1429/2025;2025;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;encerrado;Inscrições Encerradas;;0;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3);;Processo Seletivo 1 (uma) GSISP, NS, na área de Privacidade e Segurança da Informação, na STI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5668;21/08/2026;21/08/2026
5666;1438.1/2025;2025;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;3;;Brasília;Brasília(+1), órgão-alvo(+2);;TELETRABALHO PARCIAL NA ÁREA DE ENSINO E PESQUISA DAS POLÍTICAS SOBRE DROGAS;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5666;21/08/2026;21/08/2026
5665;1426.1/2025;2025;Instituto Nacional de Tecnologia da Informação;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;Gratificação (GSISTE NS) - área de Contratos do ITI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5665;21/08/2026;21/08/2026
5664;1427.3/2025;2025;Instituto Nacional de Tecnologia da Informação;encerrado;Inscrições Encerradas;;0;;;;;Analista de Gestão de Pessoas - Folha de Pagamento e Cadastro;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5664;21/08/2026;21/08/2026
5662;1419.1/2025;2025;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;encerrado;Inscrições Encerradas;;0;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3);;Processo seletivo para 1 GSISP, NS, na área de Gestão de Dados e Informações, na STI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5662;21/08/2026;21/08/2026
5659;1418/2025;2025;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;encerrado;Inscrições Encerradas;;-4;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;Processo seletivo para 1 (uma) GSISP, NI, na área de Contratações de TI, na STI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5659;21/08/2026;21/08/2026
5658;1440.2/2025;2025;Ministério da Agricultura e Pecuária;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;Oportunidade: GSISTE NS - Divisão de Qualidade de Vida no Trabalho - DIVQVT/CGASS;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5658;21/08/2026;21/08/2026
5655;1417/2025;2025;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-5;;;órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GSISTE - NS- CGPRE/DEGOV/SEST | GSISTE NI - CGPRE/DEGOV/SEST;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5655;21/08/2026;21/08/2026
5654;1433/2025;2025;Ministério de Portos e Aeroportos;encerrado;Inscrições Encerradas;;-3;chefia baixa;;chefia baixa(-3);;Função Comissionada Executiva, código FCE 1.05 para Chefe de Serviço de Correição;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5654;21/08/2026;21/08/2026
5646;1413.3/2025;2025;Ministério do Planejamento e Orçamento;encerrado;Inscrições Encerradas;;6;coordenador (1.10);;coordenador (1.10)(+1), avaliação ex-ante(+3), órgão-alvo(+2);;Função Comissionada de Coordenador(a) de Avaliação Ex Ante, código FCE 1.10.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5646;21/08/2026;21/08/2026
5643;10.2/2026;2026;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;FCE 4.06 - DIPRO;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5643;21/08/2026;21/08/2026
5642;1412.4/2025;2025;Instituto Nacional de Tecnologia da Informação;encerrado;Inscrições Encerradas;;1;coordenador (1.10);;coordenador (1.10)(+1);;Assessor Técnico - FCE 2.10;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5642;21/08/2026;21/08/2026
5640;1421.2/2025;2025;Ministério da Fazenda;encerrado;Inscrições Encerradas;;3;coordenador (1.10);;coordenador (1.10)(+1), órgão-alvo(+2);;Coordenador de Regulação, código FCE 1.10;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5640;21/08/2026;21/08/2026
5639;1416.4/2025;2025;Ministério da Saúde;encerrado;Inscrições Encerradas;;3;coordenador (1.10);;coordenador (1.10)(+1), órgão-alvo(+2);;Coordenador(a) de Habilitação e Credenciamento da Atenção Primária à Saúde (COHC);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5639;21/08/2026;21/08/2026
5638;1422.2/2025;2025;Ministério da Fazenda;encerrado;Inscrições Encerradas;;3;coordenador (1.10);;coordenador (1.10)(+1), órgão-alvo(+2);;Coordenador de Fiscalização de Promoções Comerciais, código FCE 1.10;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5638;21/08/2026;21/08/2026
5637;1428/2025;2025;Conselho Administrativo de Defesa Econômica;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Perfil 1 - Fiscal de Contratos - Serviço de Administração de Pessoal (SEAPE) | Perfil 2 - Operador do eSocial - Serviço de Administração de Pessoal (SEAPE);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5637;21/08/2026;21/08/2026
5633;1453/2025;2025;Conselho Administrativo de Defesa Econômica;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Serviço de Atendimento e Administração Predial - SEAAP | Serviço de Gestão de Contratos - SEGEC | Serviço de Compras - SECOM | Serviço de Materiais e Patrimônio - SEMAP | Seção de Apoio à Gestão Logística - SAGLOG | Apoio à Coordenação de Logística - COL | Coordenação de Finanças - COF;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5633;21/08/2026;21/08/2026
5631;1410.1/2025;2025;Ministério do Planejamento e Orçamento;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Designer;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5631;21/08/2026;21/08/2026
5623;1405.2/2025;2025;Ministério da Integração e do Desenvolvimento Regional;encerrado;Inscrições Encerradas;;1;;Brasília;Brasília(+1), desenvolvimento regional(+1), órgão-alvo(+2), gratificação técnica(-3);;1 vaga para GSISP de nível superior na Coordenação-Geral de Sistemas (CGSIS/DTI);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5623;21/08/2026;21/08/2026
5622;1407.1/2025;2025;Agência Nacional de Águas e Saneamento Básico;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;SAF - GSISTE - NS;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5622;21/08/2026;21/08/2026
5618;1402.1/2025;2025;Comissão de Valores Mobiliários;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;GRATIFICAÇÃO TEMPORÁRIA GSISTE - NÍVEL SUPERIOR;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5618;21/08/2026;21/08/2026
5612;1401.2/2025;2025;Ministério da Ciência, Tecnologia e Inovação;encerrado;Inscrições Encerradas;;1;;;cenários(+3), prospecção(+2), infraestrutura(+1), órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;VAGA 2 - GSISP-NS (Perfil: Gestão de Dados e Informações) | VAGA 1 - GSISP-NI (Perfil: Infraestrutura e Plataformas Digitais);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5612;21/08/2026;21/08/2026
5608;1403.2/2025;2025;Ministério da Ciência, Tecnologia e Inovação;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISP - Nível Superior - Perfil Privacidade e Segurança da Informação;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5608;21/08/2026;21/08/2026
5599;1394.1/2025;2025;Ministério da Fazenda;encerrado;Inscrições Encerradas;;3;coordenador (1.10);;coordenador (1.10)(+1), órgão-alvo(+2);;01 Coordenador - CCE 1.10;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5599;21/08/2026;21/08/2026
5589;1385/2025;2025;Fundação Cultural Palmares;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;Gratificação Temporária do Sistema de Administração dos Recursos de Informação e Informática - GSISP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5589;21/08/2026;21/08/2026
5588;1391.2/2025;2025;Ministério da Saúde;encerrado;Inscrições Encerradas;;4;coordenador (1.10);Brasília;coordenador (1.10)(+1), Brasília(+1), órgão-alvo(+2);;Assessor Técnico Especializado - Área administrativa;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5588;21/08/2026;21/08/2026
5586;1388.1/2025;2025;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;0;chefia baixa;Brasília;chefia baixa(-3), Brasília(+1), órgão-alvo(+2);;CHEFE DE DIVISÃO DE SUPORTE DE TIC (FCE 1.07) COM TELETRABALHO PARCIAL NO MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5586;21/08/2026;21/08/2026
5583;1384/2025;2025;Conselho Administrativo de Defesa Econômica;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Serviço de Treinamento e Desenvolvimento de Pessoas - SETED;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5583;21/08/2026;21/08/2026
5582;1379/2025;2025;Instituto do Patrimônio Histórico e Artístico Nacional;encerrado;Inscrições Encerradas;;-3;chefia baixa;;chefia baixa(-3);;FCE 1.05 Chefe de Serviço de Redação na Coordenação-Geral de Comunicação Institucional;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5582;21/08/2026;21/08/2026
5576;1380.2/2025;2025;Conselho de Controle de Atividades Financeiras;encerrado;Inscrições Encerradas;;-3;chefia baixa;;chefia baixa(-3);;Chefe da Divisão de Administração e Logística - FCE 1.07;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5576;21/08/2026;21/08/2026
5575;1374.2/2025;2025;Ministério da Fazenda;encerrado;Inscrições Encerradas;;3;coordenador (1.10);;coordenador (1.10)(+1), órgão-alvo(+2);;8 vagas de Coordenação (FCE 1.10);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5575;21/08/2026;21/08/2026
5574;1411/2025;2025;Ministério do Planejamento e Orçamento;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Oportunidade na Secretaria de Assuntos Internacionais SEAID/SUFIN/CGMOD | Oportunidade na Secretaria de Assuntos Internacionais SEAID/SUFIN/COSID;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5574;21/08/2026;21/08/2026
5562;1358/2025;2025;Presidência da República;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISTE-Nível superior;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5562;21/08/2026;21/08/2026
5561;1355.1/2025;2025;Fundação Escola Nacional de Administração Pública;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GAEG DE NÍVEL SUPERIOR - Coordenação de Gestão Estratégica e Modernização;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5561;21/08/2026;21/08/2026
5551;1352.2/2025;2025;Fundação Escola Nacional de Administração Pública;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GAEG DE NÍVEL SUPERIOR - Coordenação-Geral de Cooperação Federativa;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5551;21/08/2026;21/08/2026
5550;1351.4/2025;2025;Departamento Nacional de Infraestrutura de Transportes;encerrado;Inscrições Encerradas;;-3;;;infraestrutura(+1), nível médio/intermediário(-4);nível médio/intermediário;Servidores de nível médio e superior | Servidores de nível médio e superior;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5550;21/08/2026;21/08/2026
5549;1349.1/2025;2025;Fundação Escola Nacional de Administração Pública;encerrado;Inscrições Encerradas;;-5;;;órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GAEG DE NÍVEL INTERMEDIÁRIO - SERVIÇO DE CONTABILIDADE;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5549;21/08/2026;21/08/2026
5548;1397.2/2025;2025;Ministério das Relações Exteriores;encerrado;Inscrições Encerradas;;0;;;;;Administração / Gestão de Arquivo Digital ¿ AFD (1 vaga);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5548;21/08/2026;21/08/2026
5545;1370.1/2025;2025;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;3;;Brasília;Brasília(+1), órgão-alvo(+2);;Requisição-Segurança da Informação e Proteção de Dados Pessoais/CGTP/ANPD | Requisição-Psicologia e Pedagogia/CGTP/ANPD | Requisição-Direito/CGTP/ANPD;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5545;21/08/2026;21/08/2026
5541;1346.1/2025;2025;Ministério do Desenvolvimento, Indústria, Comércio e Serviços;encerrado;Inscrições Encerradas;;3;coordenador (1.10);;coordenador (1.10)(+1), órgão-alvo(+2);;Coordenador de Relações Institucionais -  FCE 1.10;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5541;21/08/2026;21/08/2026
5540;1342/2025;2025;Ministério das Mulheres;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;GSISP Nível Superior -  Privacidade e Segurança da Informação;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5540;21/08/2026;21/08/2026
5539;1341/2025;2025;Ministério das Mulheres;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;GSISP Nível Superior - Gestão de Dados e Informações;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5539;21/08/2026;21/08/2026
5537;1340/2025;2025;Ministério das Mulheres;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;GSISP Nível Superior - Transformação Digital;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5537;21/08/2026;21/08/2026
5536;1339.2/2025;2025;Ministério da Cultura;encerrado;Inscrições Encerradas;;1;coordenador (1.10);;coordenador (1.10)(+1);;FCE 1.10, para atuar como Coordenador de Estudos e Pesquisas.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5536;21/08/2026;21/08/2026
5535;1344.1/2025;2025;Ministério do Desenvolvimento, Indústria, Comércio e Serviços;encerrado;Inscrições Encerradas;;-1;chefia baixa;;chefia baixa(-3), órgão-alvo(+2);;Chefe de Divisão de Planejamento - FCE 1.07;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5535;21/08/2026;21/08/2026
5533;1337.3/2025;2025;Ministério da Cultura;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;GSISTE de Nível Superior para atuar na Coordenação-Geral de Informações e Indicadores Culturais;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5533;21/08/2026;21/08/2026
5531;1350.1/2025;2025;Departamento Nacional de Infraestrutura de Transportes;encerrado;Inscrições Encerradas;;1;;;infraestrutura(+1);;Corregedoria;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5531;21/08/2026;21/08/2026
5530;1334.2/2025;2025;Departamento Nacional de Infraestrutura de Transportes;encerrado;Inscrições Encerradas;;-3;;;infraestrutura(+1), nível médio/intermediário(-4);nível médio/intermediário;Servidores de nível médio e superior | Servidores de nível médio e superior | Analista de Infraestrutura de Transportes / Engenheiro Civil | Técnico de Infraestrutura de Transportes;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5530;21/08/2026;21/08/2026
5529;1333.2/2025;2025;Departamento Nacional de Infraestrutura de Transportes;encerrado;Inscrições Encerradas;;-7;chefia baixa;Aquaviária - FCE 1.05 - SRE/SP;chefia baixa(-3), Aquaviária - FCE 1.05 - SRE/SP(-5), infraestrutura(+1);;Chefe do Serviço de Construção Aquaviária - FCE 1.05 - SRE/SP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5529;21/08/2026;21/08/2026
5528;1372.3/2025;2025;Fundação Alexandre de Gusmão;encerrado;Inscrições Encerradas;;-6;chefia baixa;;chefia baixa(-3), gratificação técnica(-3);;FCE 1.04 + GSISTE NS + PGD - Chefe da Seção de Cadastro e Pagamento de Pessoal - DRH/FUNAG;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5528;21/08/2026;21/08/2026
5525;1328.1/2025;2025;Fundação Nacional de Saúde;encerrado;Inscrições Encerradas;;-5;;São Paulo/SP;São Paulo/SP(-5);;Vaga para atuação técnica - São Paulo/SP | Vaga para atuação técnica - Presidente Prudente/SP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5525;21/08/2026;21/08/2026
5522;1338.1/2025;2025;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-5;;;órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GSISP - Nível Superior - Privacidade e Segurança da Informação | GSISP - Nível Intermediário - Privacidade e Segurança da Informação;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5522;21/08/2026;21/08/2026
5516;1325/2025;2025;Fundação Cultural Palmares;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;Gratificação Temporária do Sistema de Administração dos Recursos de Informação e Informática - GSISP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5516;21/08/2026;21/08/2026
5514;1330.1/2025;2025;Ministério da Pesca e Aquicultura;encerrado;Inscrições Encerradas;;-7;;;gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GSISTE - Nível Superior - Coordenação de Prestação de Contas (CPC) | GSISTE - Nível Intermediário- Tomada de Contas Especial (TCE/CPC) | GSISTE - Nível Superior - Coordenação de Celebrações de Convênios (CCONV);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5514;21/08/2026;21/08/2026
5511;1335/2025;2025;Ministério da Cultura;encerrado;Inscrições Encerradas;;-3;chefia baixa;;chefia baixa(-3);;Vaga de Chefe de Divisão, FCE 1.07, na Coordenação de Apoio Administrativo do Gabinete da Ministra;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5511;21/08/2026;21/08/2026
5510;1319.2/2025;2025;Ministério do Esporte;encerrado;Inscrições Encerradas;;1;coordenador (1.10);;coordenador (1.10)(+1);;Função Comissionada Executiva FCE 2.10 - Assistente Técnico;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5510;21/08/2026;21/08/2026
5509;1324.1/2025;2025;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISP-NS para atuar no Gabinete da Secretaria de Governo Digital/MGI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5509;21/08/2026;21/08/2026
5508;1323.1/2025;2025;Ministério da Pesca e Aquicultura;encerrado;Inscrições Encerradas;;-6;;;infraestrutura(+1), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;GSISP - Privacidade e Segurança da Informação - Nível Superior (NS) | GSISP - Infraestrutura e Plataformas Digitais - Nível Intermediário (NI);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5508;21/08/2026;21/08/2026
5507;1348.2/2025;2025;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;2;;;órgão-alvo(+2);;Apoio Técnico-Administrativo/CAI/CGRII/ANPD;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5507;21/08/2026;21/08/2026
5505;1321/2025;2025;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-8;chefia baixa;;chefia baixa(-3), órgão-alvo(+2), gratificação técnica(-3), nível médio/intermediário(-4);nível médio/intermediário;01 (uma) vaga de Chefe de Divisão de Relacionamento com Conselheiros CCE 1.07 + GSISTE NS | 01 (uma)  - GSISTE de Nível Intermediário.;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5505;21/08/2026;21/08/2026
5504;1332.2/2025;2025;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;0;;Brasília;Brasília(+1), órgão-alvo(+2), gratificação técnica(-3);;GSISP+Nivel Superior+Especialista em Desenvolvimento e Sustentação de Sistemas/CGTI/ANPD;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5504;21/08/2026;21/08/2026
5502;1318.3/2025;2025;Instituto Nacional de Tecnologia da Informação;encerrado;Inscrições Encerradas;;-3;;;gratificação técnica(-3);;Gratificação (GSISTE NS) - área de Contratos do ITI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5502;21/08/2026;21/08/2026
5500;1316.2/2025;2025;Instituto Nacional de Tecnologia da Informação;encerrado;Inscrições Encerradas;;0;;;;;Analista de Gestão de Pessoas - Folha de Pagamento e Cadastro | Analista de Gestão de Pessoas - Administrativo;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5500;21/08/2026;21/08/2026
5499;1315/2025;2025;Fundação Cultural Palmares;encerrado;Inscrições Encerradas;;0;;;;;Função Comissionada Executiva (FCE 4.05);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5499;21/08/2026;21/08/2026
5498;1327.3/2025;2025;Ministério da Justiça e Segurança Pública;encerrado;Inscrições Encerradas;;4;coordenador (1.10);Brasília;coordenador (1.10)(+1), Brasília(+1), órgão-alvo(+2);;COORDENADOR(A) NA ÁREA DE GOVERNANÇA E GESTÃO DO SISTEMA ÚNICO DE SEGURANÇA PÚBLICA DO MJSP;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5498;21/08/2026;21/08/2026
5496;1383.1/2025;2025;Ministério do Planejamento e Orçamento;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISTE Nível Superior;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5496;21/08/2026;21/08/2026
5493;1311.1/2025;2025;Ministério da Gestão e da Inovação em Serviços Públicos;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISP-NS para atuar no órgão supervisor da carreira de ATI - SGD/MGI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5493;21/08/2026;21/08/2026
5490;1309.1/2025;2025;Ministério do Turismo;encerrado;Inscrições Encerradas;;-1;;;órgão-alvo(+2), gratificação técnica(-3);;GSISP NIVEL SUPERIOR - CGTI;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5490;21/08/2026;21/08/2026
5488;1307.3/2025;2025;Ministério do Turismo;encerrado;Inscrições Encerradas;;1;;Brasília;Brasília(+1), infraestrutura(+1), órgão-alvo(+2), gratificação técnica(-3);;GSISTE - SIGPAR (Nível Superior) | GSISTE - SIGPAR (Nível Superior) | GSISTE - SIGPAR (Nível Superior) | GSISTE - SIGPAR (Nível Superior);https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5488;21/08/2026;21/08/2026
5486;1305.1/2025;2025;Fundação Nacional de Saúde;encerrado;Inscrições Encerradas;;1;coordenador (1.10);;coordenador (1.10)(+1);;Função Comissionada Executiva de Chefe da Divisão de Saúde Ambiental | Função Comissionada Executiva de Assessor Técnico Especializado;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5486;21/08/2026;21/08/2026
5484;1306.3/2025;2025;Ministério da Ciência, Tecnologia e Inovação;encerrado;Inscrições Encerradas;;-1;chefia baixa;;chefia baixa(-3), órgão-alvo(+2);;FCE 1.05 - Função Comissionada de Chefe do Serviço de Apoio Institucional;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5484;21/08/2026;21/08/2026
5472;1389.2/2025;2025;Ministério do Desenvolvimento Agrário e Agricultura Familiar;encerrado;Inscrições Encerradas;;-5;chefia baixa;;chefia baixa(-3), órgão-alvo(+2), nível médio/intermediário(-4);nível médio/intermediário;Chefe de Divisão de Monitoramento e Controle - Profissional de Nível Médio ou Superior | Chefe de Divisão de Articulação - Profissional de Nível Médio ou Superior;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5472;21/08/2026;21/08/2026
5471;1302.3/2025;2025;Ministério da Cultura;encerrado;Inscrições Encerradas;;0;coordenador (1.10);Brasília;coordenador (1.10)(+1), Brasília(+1), órgão-alvo(+2), nível médio/intermediário(-4);nível médio/intermediário;Vaga de Coordenador de Gestão Processual e Produção Documental - FCE 1.11;https://oportunidades.sigepe.gov.br/oportunidades-portal/api/html/5471;21/08/2026;21/08/2026
